,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299
0,0.0,0.214846,0.23907454,0.24869305,0.2555915,0.26033306,0.2627503,0.26268196,0.26003024,0.25476432,0.2469183,0.23658629,0.22391643,0.20910269,0.19237424,0.17398326,0.15419456,0.1332764,0.1114954,0.08911337,0.06638426,0.04355252,0.020849936,-0.0015079944,-0.023324924,-0.04442672,-0.064662226,-0.08390329,-0.102044255,-0.11899543,-0.13463037,-0.14844123,-0.15840971,-0.16174288,-0.16073957,-0.15978628,-0.15980338,-0.16018453,-0.16039519,-0.16011892,-0.15915643,-0.15738676,-0.15459022,-0.15020826,-0.14519283,-0.13986139,-0.13439833,-0.12892582,-0.1235244,-0.11824795,-0.11313416,-0.108211234,-0.10350083,-0.09901912,-0.094776645,-0.09077826,-0.08702272,-0.08350262,-0.08020443,-0.07710927,-0.07419347,-0.071429506,-0.068786964,-0.06623378,-0.06313938,-0.060027774,-0.056958027,-0.05392541,-0.05091944,-0.047930863,-0.04495301,-0.04198116,-0.039013058,-0.03604898,-0.03309087,-0.030142933,-0.027211461,-0.024304315,-0.021431949,-0.018606437,-0.01584178,-0.013153965,-0.010560183,-0.008078756,-0.005727888,-0.0035250534,-0.0014855948,0.00037824493,0.0020581905,0.0035505623,0.0048566386,0.0059822034,0.006937121,0.00773434,0.008389066,0.008917472,0.00933608,0.00966046,0.009905391,0.010083815,0.010207018,0.010284674,0.010324821,0.010334082,0.010317777,0.010280553,0.0102259675,0.010157106,0.010076592,0.009986717,0.009889405,0.009786399,0.009679319,0.009569658,0.009458539,0.009347188,0.0092366105,0.009127646,0.009021147,0.008917712,0.008817948,0.008722272,0.008631084,0.008544621,0.008463181,0.008386832,0.008315693,0.008249723,0.0081889,0.008133208,0.008082452,0.008036551,0.007995261,0.007958407,0.007925772,0.007897104,0.007872077,0.007850511,0.007832068,0.0078164805,0.0078034634,0.007792701,0.0077839857,0.0077768983,0.007771357,0.007766898,0.0077633853,0.0077605527,0.0077580744,0.0077558267,0.007753517,0.0077509573,0.007748011,0.0077444143,0.00774007,0.0077347937,0.007728435,0.0077208877,0.007712009,0.0077017564,0.007689945,0.007676569,0.0076615494,0.0076448354,0.0076263943,0.0076060966,0.007583984,0.0075600427,0.0075342134,0.0075065917,0.0074770306,0.0074456497,0.007412392,0.007377293,0.00734037,0.0073016942,0.0072611654,0.0072189085,0.0071749315,0.007129269,0.007081901,0.0070329285,0.006982328,0.0069301543,0.0068764566,0.006821278,0.0067645926,0.006706435,0.006646872,0.006585898,0.006523606,0.0064599467,0.006394999,0.0063288053,0.006261349,0.006192637,0.006122772,0.00605168,0.005979494,0.005906183,0.005831758,0.0057562846,0.0056797615,0.00560217,0.005523682,0.0054441867,0.0053637284,0.0052823788,0.0052001644,0.00511709,0.005033217,0.0049485164,0.0048630564,0.0047768867,0.0046900623,0.0046025813,0.004514435,0.0044257697,0.004336486,0.0042467867,0.004156613,0.004066021,0.0039750715,0.0038838093,0.0037922924,0.003700516,0.0036085604,0.0035164962,0.0034242896,0.0033320948,0.0032398934,0.0031477374,0.003055714,0.0029638486,0.0028721814,0.0027807632,0.0026896189,0.0025988936,0.0025085444,0.0024186322,0.0023292413,0.0022403505,0.0021520702,0.0020644038,0.001977399,0.0018910888,0.0018055745,0.0017208462,0.0016369006,0.0015538554,0.001471637,0.0013903807,0.0013101065,0.0012307699,0.0011524924,0.0010752152,0.0009990014,0.0009239179,0.00084985694,0.0007770075,0.00070523715,0.00063465023,0.0005652452,0.00049703807,0.00042999923,0.00036411753,0.00029956803,0.00023620375,0.00017399572,0.000113121656,5.3439577e-05,-5.0083113e-06,-6.2194355e-05,-0.00011814866,-0.00017283889,-0.00022640674,-0.00027863722,-0.00032966444,-0.00037948933,-0.0004280804,-0.0004755547,-0.0005217605,-0.000566766,-0.00061064685,-0.0006532909,-0.00069486484,-0.00073525176,-0.0007744645,-0.00081266445,-0.0008497377,-0.00088571984,-0.00092057185,-0.00095437927,-0.0009871863,-0.001018879,-0.0010496142,-0.0010793161,-0.001108006,-0.0011357846,-0.0011625496
