Step,Value
0,-0.11745662987232208
1000,-81.88214874267578
2000,-65.38327026367188
3000,-50.57759094238281
4000,-39.39727020263672
5000,-35.5109977722168
6000,-33.44475555419922
7000,-22.19780158996582
8000,-19.56265640258789
9000,-16.881603240966797
10000,-14.057217597961426
11000,-11.0543212890625
12000,-7.662245750427246
13000,-4.405151844024658
14000,-1.2447856664657593
15000,2.882603645324707
16000,6.564901351928711
17000,9.224735260009766
18000,12.227941513061523
19000,16.254413604736328
20000,17.973020553588867
21000,21.22532844543457
22000,23.017053604125977
23000,25.474384307861328
24000,25.859474182128906
25000,27.801437377929688
26000,27.72372817993164
27000,28.438623428344727
28000,29.147315979003906
29000,28.65070343017578
30000,28.81361961364746
31000,29.902236938476562
32000,29.497398376464844
33000,29.242488861083984
34000,29.15305519104004
35000,29.851003646850586
36000,29.808361053466797
37000,29.846527099609375
38000,30.024967193603516
39000,29.89542579650879
40000,29.877262115478516
41000,29.363937377929688
42000,29.927879333496094
43000,29.842866897583008
44000,29.82583236694336
45000,29.298416137695312
46000,29.195512771606445
47000,29.62244415283203
48000,29.910572052001953
49000,29.455974578857422
50000,29.604761123657227
51000,30.016963958740234
52000,28.85198211669922
53000,29.759977340698242
54000,29.22317886352539
55000,29.186017990112305
56000,29.878759384155273
57000,29.743391036987305
58000,29.96317481994629
59000,29.1776065826416
60000,29.463924407958984
