Step,Value
0,2.7182817459106445
1000,2.2386746406555176
2000,1.8492838144302368
3000,1.523032546043396
4000,1.2462413311004639
5000,1.021381139755249
6000,0.8433529734611511
7000,0.6962647438049316
8000,0.5752084851264954
9000,0.4756545424461365
10000,0.3942267596721649
11000,0.32750850915908813
12000,0.2725476920604706
13000,0.22716543078422546
14000,0.1898975819349289
15000,0.15912070870399475
16000,0.13390018045902252
17000,0.11309843510389328
18000,0.09596411138772964
19000,0.08196812868118286
20000,0.07075712084770203
21000,0.06215951591730118
22000,0.05542748421430588
23000,0.0509226955473423
24000,0.04876468703150749
25000,0.04849885404109955
26000,0.04864814504981041
27000,0.04895216226577759
28000,0.04951908811926842
29000,0.04988833889365196
30000,0.05043007433414459
31000,0.05092150717973709
32000,0.051221106201410294
33000,0.0515216663479805
34000,0.0514591820538044
35000,0.05161307752132416
36000,0.05159042775630951
37000,0.052316684275865555
38000,0.052396051585674286
39000,0.052234675735235214
40000,0.05265450105071068
41000,0.05214477330446243
42000,0.052486520260572433
43000,0.05249368026852608
44000,0.05332563817501068
45000,0.05351315066218376
46000,0.05347871407866478
47000,0.05317655950784683
48000,0.05352608859539032
49000,0.053708892315626144
50000,0.05388178303837776
51000,0.05357901379466057
52000,0.05408092588186264
53000,0.05436912178993225
54000,0.05409359931945801
55000,0.05375811457633972
56000,0.05387690290808678
57000,0.054125141352415085
58000,0.05415857583284378
59000,0.05451469123363495
60000,0.05483201891183853
