Step,Value
0,-8.90652847290039
1000,-53.35940933227539
2000,20.88487434387207
3000,-90.69284057617188
4000,-11.68027400970459
5000,-26.471187591552734
6000,19.922225952148438
7000,-7.9750776290893555
8000,15.039352416992188
9000,-1.5418188571929932
10000,5.455862045288086
11000,3.7993412017822266
12000,-2.7350051403045654
13000,4.656074523925781
14000,-5.061181545257568
15000,0.9240459203720093
16000,0.0369177982211113
17000,-2.304628610610962
18000,0.9107506275177002
19000,0.21434485912322998
20000,-0.23459380865097046
21000,-3.348926305770874
22000,-0.7053757905960083
23000,0.7364939451217651
24000,-2.2946386337280273
25000,0.01165730319917202
26000,-0.5344580411911011
27000,-0.40574121475219727
28000,-0.7921123504638672
29000,-1.1401453018188477
30000,0.7409203052520752
31000,0.3393420875072479
32000,0.01702280342578888
33000,0.13775958120822906
34000,0.33799368143081665
35000,-0.09297633916139603
36000,-0.32897400856018066
37000,0.22547654807567596
38000,0.3301149308681488
39000,-0.2670269012451172
40000,0.10656215995550156
41000,0.24602633714675903
42000,0.123920738697052
43000,0.42991042137145996
44000,0.1625654250383377
45000,-0.14064782857894897
46000,0.5951815843582153
47000,-0.613525927066803
48000,0.2383217215538025
49000,-0.14048901200294495
50000,0.01138199120759964
51000,0.03585762530565262
52000,-0.2396889626979828
53000,0.24993577599525452
54000,0.09800964593887329
55000,-0.8929837942123413
56000,0.3745161294937134
57000,1.4327372312545776
58000,-0.21667934954166412
59000,0.192918598651886
60000,-0.2430652379989624
