Step,Value
0,7.9213714599609375
1000,46.37779998779297
2000,7.175555229187012
3000,55.496917724609375
4000,1.4116430282592773
5000,0.5737550258636475
6000,0.22963374853134155
7000,0.29583674669265747
8000,0.14836330711841583
9000,0.622136116027832
10000,0.08974680304527283
11000,0.4772282838821411
12000,0.8289607763290405
13000,0.1412869691848755
14000,0.022870242595672607
15000,0.5814125537872314
16000,0.65833580493927
17000,0.09839221090078354
18000,0.03559865802526474
19000,0.04150790348649025
20000,0.07300038635730743
21000,0.7486745119094849
22000,0.024852102622389793
23000,0.07877553999423981
24000,0.03632842004299164
25000,0.017754271626472473
26000,0.007824957370758057
27000,0.032452523708343506
28000,0.013996762223541737
29000,0.01064111478626728
30000,0.013737501576542854
31000,0.008741645142436028
32000,0.0050353058613836765
33000,0.006830632220953703
34000,0.009090417996048927
35000,0.004158122465014458
36000,0.01595720276236534
37000,0.002253150101751089
38000,0.003807509783655405
39000,0.003610837273299694
40000,0.004592075943946838
41000,0.0025913873687386513
42000,0.007468679454177618
43000,0.014356778934597969
44000,0.021577492356300354
45000,0.0033958046697080135
46000,0.002753556938841939
47000,0.005111095495522022
48000,0.0029552150517702103
49000,0.002438962459564209
50000,0.0013970783911645412
51000,0.0011238676961511374
52000,0.0012429202906787395
53000,0.0026009599678218365
54000,0.002056947210803628
55000,0.002100993413478136
56000,0.0014489833265542984
57000,0.0012109271483495831
58000,0.0014020901871845126
59000,0.0012154115829616785
60000,0.0009253531461581588
