,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149
0,-0.00027576691354624927,-0.000287725095404312,-0.00036949518835172057,-0.0005498037207871675,-0.0008510813349857926,-0.0012918602442368865,-0.0018872068030759692,-0.0026483051478862762,-0.0035826785024255514,-0.004693711642175913,-0.0059818485751748085,-0.007444407790899277,-0.009076601825654507,-0.010873359628021717,-0.012830297462642193,-0.014945907518267632,-0.01722532883286476,-0.019681893289089203,-0.022340426221489906,-0.025242138653993607,-0.028443902730941772,-0.03201734647154808,-0.03603702783584595,-0.04055293649435043,-0.045541152358055115,-0.05083167925477028,-0.05604558438062668,-0.060595981776714325,-0.06378618627786636,-0.0649636909365654,-0.06365779042243958,-0.059659603983163834,-0.05305047705769539,-0.04418626055121422,-0.03363655135035515,-0.02207919955253601,-0.010178817436099052,0.001522835809737444,0.01266530528664589,0.023076945915818214,0.03273124247789383,0.041685812175273895,0.05002222955226898,0.05780111253261566,0.06503404676914215,0.07166904956102371,0.07757765054702759,0.0825447365641594,0.08625831454992294,0.08831672370433807,0.088258296251297,0.08562655001878738,0.08005554974079132,0.07136008888483047,0.0596170611679554,0.04522014781832695,0.028899773955345154,0.011684338562190533,-0.0052043660543859005,-0.020517244935035706,-0.03318578377366066,-0.04251720756292343,-0.048319753259420395,-0.050902798771858215,-0.05094863846898079,-0.0492965392768383,-0.04673350974917412,-0.0438588447868824,-0.04104861617088318,-0.03848711773753166,-0.036226045340299606,-0.034239474684000015,-0.03246651589870453,-0.030836734920740128,-0.029288074001669884,-0.0277697816491127,-0.026248235255479813,-0.024704787880182266,-0.02313380502164364,-0.021537061780691147,-0.019924284890294075,-0.018309660255908966,-0.016706746071577072,-0.015130378305912018,-0.013593317940831184,-0.012108673341572285,-0.010684026405215263,-0.009328057989478111,-0.008046163246035576,-0.006840875372290611,-0.005716164596378803,-0.00467155734077096,-0.0037071569822728634,-0.0028222452383488417,-0.002014577155932784,-0.0012815669178962708,-0.0006205608951859176,-2.9441434890031815e-05,0.0004961013910360634,0.0009600410703569651,0.0013653807109221816,0.0017159481067210436,0.0020161906722933054,0.0022691262420266867,0.0024800242390483618,0.0026521605905145407,0.0027899248525500298,0.002897058380767703,0.0029770818073302507,0.0030344794504344463,0.0030722059309482574,0.003094007261097431,0.0031029244419187307,0.003101231763139367,0.0030923241283744574,0.0030775421764701605,0.003058704547584057,0.0030383721459656954,0.0030162029433995485,0.0029938286170363426,0.0029717152938246727,0.0029494899790734053,0.002927269320935011,0.002904534339904785,0.0028818317223340273,0.0028569241985678673,0.002830103039741516,0.00280052050948143,0.002767217578366399,0.0027292720042169094,0.002686390420421958,0.0026377697940915823,0.0025827602948993444,0.0025216485373675823,0.0024535146076232195,0.002378321485593915,0.002296413527801633,0.0022075623273849487,0.0021117590367794037,0.002010432770475745,0.0019026106456294656,0.0017890583258122206,0.0016714384546503425,0.001548861269839108,0.001423036097548902,0.0012940698070451617,0.001162572531029582,0.0010297129629179835,0.0008951420895755291,0.0007607898442074656
