Step,Value
0,0.012294641695916653
1000,-43.394676208496094
2000,-36.221797943115234
3000,-10.438423156738281
4000,21.215837478637695
5000,34.36711120605469
6000,35.296897888183594
7000,36.550010681152344
8000,35.91136932373047
9000,33.30703353881836
10000,30.313880920410156
11000,26.98687171936035
12000,24.62405776977539
13000,20.000205993652344
14000,18.440834045410156
15000,14.846597671508789
16000,12.905647277832031
17000,10.459956169128418
18000,9.688273429870605
19000,7.813466548919678
20000,5.734532356262207
21000,5.924564361572266
22000,5.86812162399292
23000,5.361708641052246
24000,5.2404985427856445
25000,5.330147743225098
26000,5.475403785705566
27000,6.3232245445251465
28000,7.489824295043945
29000,8.647321701049805
30000,10.021361351013184
31000,10.91336441040039
32000,11.649223327636719
33000,12.78952693939209
34000,13.53553295135498
35000,14.938078880310059
36000,16.626628875732422
37000,17.439952850341797
38000,18.763090133666992
39000,19.604589462280273
40000,20.043182373046875
41000,22.289363861083984
42000,22.640857696533203
43000,23.97747230529785
44000,24.984071731567383
45000,25.42020034790039
46000,26.411542892456055
47000,26.787364959716797
48000,27.24425506591797
49000,27.3565673828125
50000,27.37461280822754
51000,28.515586853027344
52000,29.138980865478516
53000,27.861785888671875
54000,29.56690216064453
55000,29.054744720458984
56000,28.30556869506836
57000,29.525407791137695
58000,30.307823181152344
59000,29.6720027923584
60000,29.69894027709961
